,board_id,root_hash,solution_id,size,difficulty,missing_cells,puzzle_grid,solution_grid
92,S4_easy_44b314ac57ba31c4,44b314ac57ba31c4,3412123443212143,4,easy,6,"[[3, 0, 0, 2], [1, 2, 3, 4], [4, 3, 0, 1], [0, 0, 0, 3]]","[[3, 4, 1, 2], [1, 2, 3, 4], [4, 3, 2, 1], [2, 1, 4, 3]]"
93,S4_hard_5b2f6612f324aa03,5b2f6612f324aa03,2134341212434321,4,hard,11,"[[2, 0, 0, 4], [0, 4, 1, 0], [0, 0, 0, 0], [0, 0, 2, 0]]","[[2, 1, 3, 4], [3, 4, 1, 2], [1, 2, 4, 3], [4, 3, 2, 1]]"
94,S4_medium_5b2f6612f324aa03,5b2f6612f324aa03,2134341212434321,4,medium,8,"[[2, 1, 3, 4], [3, 4, 1, 0], [0, 0, 0, 0], [0, 0, 2, 0]]","[[2, 1, 3, 4], [3, 4, 1, 2], [1, 2, 4, 3], [4, 3, 2, 1]]"
95,S4_easy_5b2f6612f324aa03,5b2f6612f324aa03,2134341212434321,4,easy,6,"[[2, 1, 3, 4], [3, 4, 1, 0], [0, 0, 0, 3], [0, 3, 2, 0]]","[[2, 1, 3, 4], [3, 4, 1, 2], [1, 2, 4, 3], [4, 3, 2, 1]]"
96,S4_hard_29c0b7316470d683,29c0b7316470d683,1342243142133124,4,hard,11,"[[0, 0, 4, 0], [2, 0, 3, 0], [0, 0, 0, 0], [3, 0, 2, 0]]","[[1, 3, 4, 2], [2, 4, 3, 1], [4, 2, 1, 3], [3, 1, 2, 4]]"
97,S4_medium_29c0b7316470d683,29c0b7316470d683,1342243142133124,4,medium,8,"[[1, 0, 4, 2], [2, 0, 3, 0], [0, 0, 1, 0], [3, 0, 2, 0]]","[[1, 3, 4, 2], [2, 4, 3, 1], [4, 2, 1, 3], [3, 1, 2, 4]]"
98,S4_easy_29c0b7316470d683,29c0b7316470d683,1342243142133124,4,easy,6,"[[1, 0, 4, 2], [2, 0, 3, 0], [0, 0, 1, 3], [3, 1, 2, 0]]","[[1, 3, 4, 2], [2, 4, 3, 1], [4, 2, 1, 3], [3, 1, 2, 4]]"
99,S4_hard_979db4d7d73e681b,979db4d7d73e681b,2413134231244231,4,hard,11,"[[0, 0, 0, 0], [0, 0, 0, 2], [3, 0, 0, 4], [0, 2, 0, 1]]","[[2, 4, 1, 3], [1, 3, 4, 2], [3, 1, 2, 4], [4, 2, 3, 1]]"
100,S4_medium_979db4d7d73e681b,979db4d7d73e681b,2413134231244231,4,medium,8,"[[0, 0, 0, 3], [1, 0, 0, 2], [3, 1, 0, 4], [0, 2, 0, 1]]","[[2, 4, 1, 3], [1, 3, 4, 2], [3, 1, 2, 4], [4, 2, 3, 1]]"
101,S4_easy_979db4d7d73e681b,979db4d7d73e681b,2413134231244231,4,easy,6,"[[0, 0, 1, 3], [1, 0, 0, 2], [3, 1, 0, 4], [0, 2, 3, 1]]","[[2, 4, 1, 3], [1, 3, 4, 2], [3, 1, 2, 4], [4, 2, 3, 1]]"
102,S4_hard_2bf089c78eeecde1,2bf089c78eeecde1,4231314223141423,4,hard,11,"[[0, 0, 0, 1], [0, 0, 4, 0], [2, 0, 0, 0], [1, 4, 0, 0]]","[[4, 2, 3, 1], [3, 1, 4, 2], [2, 3, 1, 4], [1, 4, 2, 3]]"
103,S4_medium_2bf089c78eeecde1,2bf089c78eeecde1,4231314223141423,4,medium,8,"[[0, 0, 0, 1], [0, 1, 4, 0], [2, 3, 0, 0], [1, 4, 2, 0]]","[[4, 2, 3, 1], [3, 1, 4, 2], [2, 3, 1, 4], [1, 4, 2, 3]]"
104,S4_easy_2bf089c78eeecde1,2bf089c78eeecde1,4231314223141423,4,easy,6,"[[0, 0, 0, 1], [0, 1, 4, 0], [2, 3, 1, 0], [1, 4, 2, 3]]","[[4, 2, 3, 1], [3, 1, 4, 2], [2, 3, 1, 4], [1, 4, 2, 3]]"
105,S4_hard_7da9009c1fc579b4,7da9009c1fc579b4,4231312424131342,4,hard,11,"[[0, 0, 3, 0], [0, 1, 0, 4], [2, 0, 0, 0], [0, 0, 4, 0]]","[[4, 2, 3, 1], [3, 1, 2, 4], [2, 4, 1, 3], [1, 3, 4, 2]]"
106,S4_medium_7da9009c1fc579b4,7da9009c1fc579b4,4231312424131342,4,medium,8,"[[4, 2, 3, 0], [0, 1, 0, 4], [2, 0, 0, 3], [0, 0, 4, 0]]","[[4, 2, 3, 1], [3, 1, 2, 4], [2, 4, 1, 3], [1, 3, 4, 2]]"
107,S4_easy_7da9009c1fc579b4,7da9009c1fc579b4,4231312424131342,4,easy,6,"[[4, 2, 3, 0], [0, 1, 2, 4], [2, 4, 0, 3], [0, 0, 4, 0]]","[[4, 2, 3, 1], [3, 1, 2, 4], [2, 4, 1, 3], [1, 3, 4, 2]]"
108,S4_hard_40b635f065403853,40b635f065403853,4123231432411432,4,hard,11,"[[0, 0, 0, 0], [2, 0, 1, 4], [0, 0, 0, 0], [1, 0, 0, 2]]","[[4, 1, 2, 3], [2, 3, 1, 4], [3, 2, 4, 1], [1, 4, 3, 2]]"
109,S4_medium_40b635f065403853,40b635f065403853,4123231432411432,4,medium,8,"[[0, 0, 0, 0], [2, 0, 1, 4], [3, 0, 4, 1], [1, 0, 0, 2]]","[[4, 1, 2, 3], [2, 3, 1, 4], [3, 2, 4, 1], [1, 4, 3, 2]]"
110,S4_easy_40b635f065403853,40b635f065403853,4123231432411432,4,easy,6,"[[0, 0, 2, 3], [2, 0, 1, 4], [3, 0, 4, 1], [1, 0, 0, 2]]","[[4, 1, 2, 3], [2, 3, 1, 4], [3, 2, 4, 1], [1, 4, 3, 2]]"
111,S4_hard_7e93bbb27c679433,7e93bbb27c679433,4213312424311342,4,hard,11,"[[0, 2, 0, 3], [0, 1, 0, 0], [0, 0, 0, 1], [0, 0, 4, 0]]","[[4, 2, 1, 3], [3, 1, 2, 4], [2, 4, 3, 1], [1, 3, 4, 2]]"
112,S4_medium_7e93bbb27c679433,7e93bbb27c679433,4213312424311342,4,medium,8,"[[4, 2, 0, 3], [0, 1, 0, 0], [0, 0, 0, 1], [0, 3, 4, 2]]","[[4, 2, 1, 3], [3, 1, 2, 4], [2, 4, 3, 1], [1, 3, 4, 2]]"
113,S4_easy_7e93bbb27c679433,7e93bbb27c679433,4213312424311342,4,easy,6,"[[4, 2, 0, 3], [0, 1, 0, 0], [0, 4, 0, 1], [1, 3, 4, 2]]","[[4, 2, 1, 3], [3, 1, 2, 4], [2, 4, 3, 1], [1, 3, 4, 2]]"
114,S4_hard_e32fcff2ef03b8b5,e32fcff2ef03b8b5,4231132424133142,4,hard,11,"[[0, 0, 0, 1], [0, 0, 2, 0], [0, 4, 0, 0], [3, 0, 0, 2]]","[[4, 2, 3, 1], [1, 3, 2, 4], [2, 4, 1, 3], [3, 1, 4, 2]]"
115,S4_medium_e32fcff2ef03b8b5,e32fcff2ef03b8b5,4231132424133142,4,medium,8,"[[0, 2, 0, 1], [0, 0, 2, 0], [0, 4, 1, 0], [3, 0, 4, 2]]","[[4, 2, 3, 1], [1, 3, 2, 4], [2, 4, 1, 3], [3, 1, 4, 2]]"
116,S4_easy_e32fcff2ef03b8b5,e32fcff2ef03b8b5,4231132424133142,4,easy,6,"[[4, 2, 0, 1], [1, 0, 2, 0], [0, 4, 1, 0], [3, 0, 4, 2]]","[[4, 2, 3, 1], [1, 3, 2, 4], [2, 4, 1, 3], [3, 1, 4, 2]]"
117,S4_hard_af8962796495bd1b,af8962796495bd1b,4312124324313124,4,hard,11,"[[0, 3, 0, 0], [1, 0, 0, 3], [0, 0, 0, 0], [0, 0, 2, 4]]","[[4, 3, 1, 2], [1, 2, 4, 3], [2, 4, 3, 1], [3, 1, 2, 4]]"
118,S4_medium_af8962796495bd1b,af8962796495bd1b,4312124324313124,4,medium,8,"[[0, 3, 1, 0], [1, 2, 0, 3], [0, 0, 0, 0], [0, 1, 2, 4]]","[[4, 3, 1, 2], [1, 2, 4, 3], [2, 4, 3, 1], [3, 1, 2, 4]]"
119,S4_easy_af8962796495bd1b,af8962796495bd1b,4312124324313124,4,easy,6,"[[0, 3, 1, 2], [1, 2, 4, 3], [0, 0, 0, 0], [0, 1, 2, 4]]","[[4, 3, 1, 2], [1, 2, 4, 3], [2, 4, 3, 1], [3, 1, 2, 4]]"
120,S4_hard_509391f8ea7e6861,509391f8ea7e6861,2314412332411432,4,hard,11,"[[0, 3, 0, 0], [0, 0, 0, 3], [0, 0, 4, 1], [0, 4, 0, 0]]","[[2, 3, 1, 4], [4, 1, 2, 3], [3, 2, 4, 1], [1, 4, 3, 2]]"
121,S4_medium_509391f8ea7e6861,509391f8ea7e6861,2314412332411432,4,medium,8,"[[0, 3, 0, 4], [0, 0, 0, 3], [3, 0, 4, 1], [1, 4, 0, 0]]","[[2, 3, 1, 4], [4, 1, 2, 3], [3, 2, 4, 1], [1, 4, 3, 2]]"
122,S4_easy_509391f8ea7e6861,509391f8ea7e6861,2314412332411432,4,easy,6,"[[2, 3, 0, 4], [0, 0, 0, 3], [3, 2, 4, 1], [1, 4, 0, 0]]","[[2, 3, 1, 4], [4, 1, 2, 3], [3, 2, 4, 1], [1, 4, 3, 2]]"
123,S4_hard_fc0e821bb8002d0b,fc0e821bb8002d0b,1432234132144123,4,hard,11,"[[0, 0, 0, 0], [2, 0, 4, 0], [0, 2, 0, 0], [0, 1, 0, 3]]","[[1, 4, 3, 2], [2, 3, 4, 1], [3, 2, 1, 4], [4, 1, 2, 3]]"
124,S4_medium_fc0e821bb8002d0b,fc0e821bb8002d0b,1432234132144123,4,medium,8,"[[0, 0, 0, 0], [2, 3, 4, 0], [0, 2, 1, 0], [0, 1, 2, 3]]","[[1, 4, 3, 2], [2, 3, 4, 1], [3, 2, 1, 4], [4, 1, 2, 3]]"
125,S4_easy_fc0e821bb8002d0b,fc0e821bb8002d0b,1432234132144123,4,easy,6,"[[0, 0, 0, 0], [2, 3, 4, 0], [3, 2, 1, 4], [0, 1, 2, 3]]","[[1, 4, 3, 2], [2, 3, 4, 1], [3, 2, 1, 4], [4, 1, 2, 3]]"
126,S4_hard_df67e7c1f440694d,df67e7c1f440694d,1324421331422431,4,hard,11,"[[0, 3, 0, 4], [4, 0, 0, 0], [3, 0, 0, 0], [0, 0, 0, 1]]","[[1, 3, 2, 4], [4, 2, 1, 3], [3, 1, 4, 2], [2, 4, 3, 1]]"
127,S4_medium_df67e7c1f440694d,df67e7c1f440694d,1324421331422431,4,medium,8,"[[0, 3, 0, 4], [4, 0, 0, 0], [3, 0, 0, 2], [0, 4, 3, 1]]","[[1, 3, 2, 4], [4, 2, 1, 3], [3, 1, 4, 2], [2, 4, 3, 1]]"
128,S4_easy_df67e7c1f440694d,df67e7c1f440694d,1324421331422431,4,easy,6,"[[0, 3, 0, 4], [4, 2, 1, 0], [3, 0, 0, 2], [0, 4, 3, 1]]","[[1, 3, 2, 4], [4, 2, 1, 3], [3, 1, 4, 2], [2, 4, 3, 1]]"
129,S4_hard_aefcee838ab5805c,aefcee838ab5805c,3124423124131342,4,hard,11,"[[0, 1, 0, 0], [4, 2, 0, 1], [0, 0, 0, 0], [0, 0, 4, 0]]","[[3, 1, 2, 4], [4, 2, 3, 1], [2, 4, 1, 3], [1, 3, 4, 2]]"
130,S4_medium_aefcee838ab5805c,aefcee838ab5805c,3124423124131342,4,medium,8,"[[0, 1, 0, 4], [4, 2, 0, 1], [0, 0, 0, 0], [0, 3, 4, 2]]","[[3, 1, 2, 4], [4, 2, 3, 1], [2, 4, 1, 3], [1, 3, 4, 2]]"
131,S4_easy_aefcee838ab5805c,aefcee838ab5805c,3124423124131342,4,easy,6,"[[0, 1, 0, 4], [4, 2, 0, 1], [0, 4, 1, 0], [0, 3, 4, 2]]","[[3, 1, 2, 4], [4, 2, 3, 1], [2, 4, 1, 3], [1, 3, 4, 2]]"
132,S4_hard_7df61108728fa035,7df61108728fa035,4312213432411423,4,hard,11,"[[0, 0, 1, 2], [0, 0, 0, 0], [0, 0, 0, 0], [1, 4, 0, 3]]","[[4, 3, 1, 2], [2, 1, 3, 4], [3, 2, 4, 1], [1, 4, 2, 3]]"
133,S4_medium_7df61108728fa035,7df61108728fa035,4312213432411423,4,medium,8,"[[0, 0, 1, 2], [0, 1, 0, 0], [0, 2, 0, 1], [1, 4, 0, 3]]","[[4, 3, 1, 2], [2, 1, 3, 4], [3, 2, 4, 1], [1, 4, 2, 3]]"
134,S4_easy_7df61108728fa035,7df61108728fa035,4312213432411423,4,easy,6,"[[0, 0, 1, 2], [2, 1, 0, 0], [3, 2, 0, 1], [1, 4, 0, 3]]","[[4, 3, 1, 2], [2, 1, 3, 4], [3, 2, 4, 1], [1, 4, 2, 3]]"
135,S4_hard_c88bf5cd18c37cac,c88bf5cd18c37cac,3142241342311324,4,hard,11,"[[3, 0, 4, 0], [0, 0, 0, 3], [4, 0, 0, 0], [0, 0, 2, 0]]","[[3, 1, 4, 2], [2, 4, 1, 3], [4, 2, 3, 1], [1, 3, 2, 4]]"
136,S4_medium_c88bf5cd18c37cac,c88bf5cd18c37cac,3142241342311324,4,medium,8,"[[3, 1, 4, 0], [2, 4, 0, 3], [4, 0, 0, 0], [0, 0, 2, 0]]","[[3, 1, 4, 2], [2, 4, 1, 3], [4, 2, 3, 1], [1, 3, 2, 4]]"
137,S4_easy_c88bf5cd18c37cac,c88bf5cd18c37cac,3142241342311324,4,easy,6,"[[3, 1, 4, 0], [2, 4, 0, 3], [4, 0, 0, 0], [1, 3, 2, 0]]","[[3, 1, 4, 2], [2, 4, 1, 3], [4, 2, 3, 1], [1, 3, 2, 4]]"
138,S4_hard_cccec9f98e9289bd,cccec9f98e9289bd,1243431231242431,4,hard,11,"[[0, 0, 0, 0], [0, 0, 1, 2], [0, 1, 0, 0], [2, 0, 3, 0]]","[[1, 2, 4, 3], [4, 3, 1, 2], [3, 1, 2, 4], [2, 4, 3, 1]]"
139,S4_medium_cccec9f98e9289bd,cccec9f98e9289bd,1243431231242431,4,medium,8,"[[0, 2, 0, 0], [0, 0, 1, 2], [3, 1, 0, 0], [2, 4, 3, 0]]","[[1, 2, 4, 3], [4, 3, 1, 2], [3, 1, 2, 4], [2, 4, 3, 1]]"
140,S4_easy_cccec9f98e9289bd,cccec9f98e9289bd,1243431231242431,4,easy,6,"[[1, 2, 0, 0], [0, 3, 1, 2], [3, 1, 0, 0], [2, 4, 3, 0]]","[[1, 2, 4, 3], [4, 3, 1, 2], [3, 1, 2, 4], [2, 4, 3, 1]]"
141,S4_hard_55bfa4af1dc593ce,55bfa4af1dc593ce,3412123441232341,4,hard,11,"[[0, 4, 1, 0], [0, 0, 0, 0], [4, 1, 0, 0], [0, 3, 0, 0]]","[[3, 4, 1, 2], [1, 2, 3, 4], [4, 1, 2, 3], [2, 3, 4, 1]]"
142,S4_medium_55bfa4af1dc593ce,55bfa4af1dc593ce,3412123441232341,4,medium,8,"[[0, 4, 1, 2], [0, 2, 0, 0], [4, 1, 0, 3], [0, 3, 0, 0]]","[[3, 4, 1, 2], [1, 2, 3, 4], [4, 1, 2, 3], [2, 3, 4, 1]]"
143,S4_easy_55bfa4af1dc593ce,55bfa4af1dc593ce,3412123441232341,4,easy,6,"[[0, 4, 1, 2], [1, 2, 0, 0], [4, 1, 2, 3], [0, 3, 0, 0]]","[[3, 4, 1, 2], [1, 2, 3, 4], [4, 1, 2, 3], [2, 3, 4, 1]]"
144,S4_hard_e2cc58b31abe5ea8,e2cc58b31abe5ea8,1432231432414123,4,hard,11,"[[0, 0, 0, 2], [0, 0, 0, 0], [3, 2, 4, 0], [4, 0, 0, 0]]","[[1, 4, 3, 2], [2, 3, 1, 4], [3, 2, 4, 1], [4, 1, 2, 3]]"
145,S4_medium_e2cc58b31abe5ea8,e2cc58b31abe5ea8,1432231432414123,4,medium,8,"[[0, 0, 0, 2], [0, 0, 0, 0], [3, 2, 4, 1], [4, 0, 2, 3]]","[[1, 4, 3, 2], [2, 3, 1, 4], [3, 2, 4, 1], [4, 1, 2, 3]]"
146,S4_easy_e2cc58b31abe5ea8,e2cc58b31abe5ea8,1432231432414123,4,easy,6,"[[0, 4, 0, 2], [0, 0, 0, 0], [3, 2, 4, 1], [4, 1, 2, 3]]","[[1, 4, 3, 2], [2, 3, 1, 4], [3, 2, 4, 1], [4, 1, 2, 3]]"
147,S4_hard_2d8531939b94f5be,2d8531939b94f5be,1234432134122143,4,hard,11,"[[1, 0, 0, 0], [0, 3, 0, 1], [3, 0, 0, 0], [0, 0, 4, 0]]","[[1, 2, 3, 4], [4, 3, 2, 1], [3, 4, 1, 2], [2, 1, 4, 3]]"
148,S4_medium_2d8531939b94f5be,2d8531939b94f5be,1234432134122143,4,medium,8,"[[1, 0, 0, 0], [0, 3, 2, 1], [3, 4, 0, 0], [0, 0, 4, 3]]","[[1, 2, 3, 4], [4, 3, 2, 1], [3, 4, 1, 2], [2, 1, 4, 3]]"
149,S4_easy_2d8531939b94f5be,2d8531939b94f5be,1234432134122143,4,easy,6,"[[1, 0, 3, 0], [0, 3, 2, 1], [3, 4, 1, 0], [0, 0, 4, 3]]","[[1, 2, 3, 4], [4, 3, 2, 1], [3, 4, 1, 2], [2, 1, 4, 3]]"
150,S4_hard_b0a730f7d1226741,b0a730f7d1226741,1243342121344312,4,hard,11,"[[1, 0, 4, 0], [0, 0, 0, 0], [0, 0, 0, 4], [0, 3, 1, 0]]","[[1, 2, 4, 3], [3, 4, 2, 1], [2, 1, 3, 4], [4, 3, 1, 2]]"
151,S4_medium_b0a730f7d1226741,b0a730f7d1226741,1243342121344312,4,medium,8,"[[1, 0, 4, 3], [3, 0, 2, 0], [0, 0, 0, 4], [0, 3, 1, 0]]","[[1, 2, 4, 3], [3, 4, 2, 1], [2, 1, 3, 4], [4, 3, 1, 2]]"
152,S4_easy_b0a730f7d1226741,b0a730f7d1226741,1243342121344312,4,easy,6,"[[1, 2, 4, 3], [3, 4, 2, 0], [0, 0, 0, 4], [0, 3, 1, 0]]","[[1, 2, 4, 3], [3, 4, 2, 1], [2, 1, 3, 4], [4, 3, 1, 2]]"
153,S4_hard_718a41077f7d4c96,718a41077f7d4c96,2314142341323241,4,hard,11,"[[2, 0, 1, 4], [0, 0, 0, 0], [0, 1, 3, 0], [0, 0, 0, 0]]","[[2, 3, 1, 4], [1, 4, 2, 3], [4, 1, 3, 2], [3, 2, 4, 1]]"
154,S4_medium_718a41077f7d4c96,718a41077f7d4c96,2314142341323241,4,medium,8,"[[2, 0, 1, 4], [0, 0, 2, 0], [0, 1, 3, 2], [0, 0, 0, 1]]","[[2, 3, 1, 4], [1, 4, 2, 3], [4, 1, 3, 2], [3, 2, 4, 1]]"
155,S4_easy_718a41077f7d4c96,718a41077f7d4c96,2314142341323241,4,easy,6,"[[2, 3, 1, 4], [0, 0, 2, 0], [0, 1, 3, 2], [0, 2, 0, 1]]","[[2, 3, 1, 4], [1, 4, 2, 3], [4, 1, 3, 2], [3, 2, 4, 1]]"
156,S4_hard_16606ae3adeba9d0,16606ae3adeba9d0,2431134231244213,4,hard,11,"[[0, 4, 0, 1], [0, 0, 0, 0], [3, 0, 0, 4], [0, 2, 0, 0]]","[[2, 4, 3, 1], [1, 3, 4, 2], [3, 1, 2, 4], [4, 2, 1, 3]]"
157,S4_medium_16606ae3adeba9d0,16606ae3adeba9d0,2431134231244213,4,medium,8,"[[2, 4, 0, 1], [0, 0, 0, 0], [3, 1, 0, 4], [0, 2, 0, 3]]","[[2, 4, 3, 1], [1, 3, 4, 2], [3, 1, 2, 4], [4, 2, 1, 3]]"
158,S4_easy_16606ae3adeba9d0,16606ae3adeba9d0,2431134231244213,4,easy,6,"[[2, 4, 3, 1], [0, 0, 0, 0], [3, 1, 2, 4], [0, 2, 0, 3]]","[[2, 4, 3, 1], [1, 3, 4, 2], [3, 1, 2, 4], [4, 2, 1, 3]]"
159,S4_hard_f174954d3a5d1b76,f174954d3a5d1b76,2134431232411423,4,hard,11,"[[0, 0, 0, 0], [0, 0, 1, 2], [0, 0, 4, 0], [1, 0, 0, 3]]","[[2, 1, 3, 4], [4, 3, 1, 2], [3, 2, 4, 1], [1, 4, 2, 3]]"
160,S4_medium_f174954d3a5d1b76,f174954d3a5d1b76,2134431232411423,4,medium,8,"[[2, 0, 0, 0], [0, 3, 1, 2], [3, 0, 4, 0], [1, 0, 0, 3]]","[[2, 1, 3, 4], [4, 3, 1, 2], [3, 2, 4, 1], [1, 4, 2, 3]]"
161,S4_easy_f174954d3a5d1b76,f174954d3a5d1b76,2134431232411423,4,easy,6,"[[2, 0, 0, 0], [0, 3, 1, 2], [3, 2, 4, 0], [1, 0, 2, 3]]","[[2, 1, 3, 4], [4, 3, 1, 2], [3, 2, 4, 1], [1, 4, 2, 3]]"
162,S4_hard_3d1272b797e04a7d,3d1272b797e04a7d,3412124321344321,4,hard,11,"[[0, 4, 0, 0], [0, 2, 0, 0], [2, 0, 0, 4], [0, 0, 0, 1]]","[[3, 4, 1, 2], [1, 2, 4, 3], [2, 1, 3, 4], [4, 3, 2, 1]]"
163,S4_medium_3d1272b797e04a7d,3d1272b797e04a7d,3412124321344321,4,medium,8,"[[0, 4, 0, 0], [1, 2, 0, 0], [2, 1, 0, 4], [4, 0, 0, 1]]","[[3, 4, 1, 2], [1, 2, 4, 3], [2, 1, 3, 4], [4, 3, 2, 1]]"
164,S4_easy_3d1272b797e04a7d,3d1272b797e04a7d,3412124321344321,4,easy,6,"[[0, 4, 0, 0], [1, 2, 4, 0], [2, 1, 0, 4], [4, 3, 0, 1]]","[[3, 4, 1, 2], [1, 2, 4, 3], [2, 1, 3, 4], [4, 3, 2, 1]]"
165,S4_hard_502238f00b3d9808,502238f00b3d9808,1243432121343412,4,hard,11,"[[0, 0, 0, 0], [0, 3, 2, 0], [2, 0, 0, 4], [0, 0, 1, 0]]","[[1, 2, 4, 3], [4, 3, 2, 1], [2, 1, 3, 4], [3, 4, 1, 2]]"
166,S4_medium_502238f00b3d9808,502238f00b3d9808,1243432121343412,4,medium,8,"[[0, 0, 0, 3], [0, 3, 2, 0], [2, 1, 0, 4], [3, 0, 1, 0]]","[[1, 2, 4, 3], [4, 3, 2, 1], [2, 1, 3, 4], [3, 4, 1, 2]]"
167,S4_easy_502238f00b3d9808,502238f00b3d9808,1243432121343412,4,easy,6,"[[1, 0, 0, 3], [0, 3, 2, 0], [2, 1, 0, 4], [3, 4, 1, 0]]","[[1, 2, 4, 3], [4, 3, 2, 1], [2, 1, 3, 4], [3, 4, 1, 2]]"
168,S4_hard_506a3a5fccadd313,506a3a5fccadd313,4213314224311324,4,hard,11,"[[4, 0, 0, 3], [0, 0, 4, 0], [0, 0, 0, 1], [1, 0, 0, 0]]","[[4, 2, 1, 3], [3, 1, 4, 2], [2, 4, 3, 1], [1, 3, 2, 4]]"
169,S4_medium_506a3a5fccadd313,506a3a5fccadd313,4213314224311324,4,medium,8,"[[4, 0, 0, 3], [0, 0, 4, 0], [0, 4, 0, 1], [1, 3, 2, 0]]","[[4, 2, 1, 3], [3, 1, 4, 2], [2, 4, 3, 1], [1, 3, 2, 4]]"
170,S4_easy_506a3a5fccadd313,506a3a5fccadd313,4213314224311324,4,easy,6,"[[4, 0, 1, 3], [0, 0, 4, 2], [0, 4, 0, 1], [1, 3, 2, 0]]","[[4, 2, 1, 3], [3, 1, 4, 2], [2, 4, 3, 1], [1, 3, 2, 4]]"
171,S4_hard_24ddab80263370af,24ddab80263370af,4321123424133142,4,hard,11,"[[0, 3, 0, 0], [0, 2, 0, 4], [2, 0, 1, 0], [0, 0, 0, 0]]","[[4, 3, 2, 1], [1, 2, 3, 4], [2, 4, 1, 3], [3, 1, 4, 2]]"
172,S4_medium_24ddab80263370af,24ddab80263370af,4321123424133142,4,medium,8,"[[0, 3, 0, 0], [1, 2, 0, 4], [2, 0, 1, 3], [0, 0, 4, 0]]","[[4, 3, 2, 1], [1, 2, 3, 4], [2, 4, 1, 3], [3, 1, 4, 2]]"
173,S4_easy_24ddab80263370af,24ddab80263370af,4321123424133142,4,easy,6,"[[4, 3, 0, 0], [1, 2, 0, 4], [2, 0, 1, 3], [3, 0, 4, 0]]","[[4, 3, 2, 1], [1, 2, 3, 4], [2, 4, 1, 3], [3, 1, 4, 2]]"
174,S4_hard_84551a95e22351eb,84551a95e22351eb,4231132434122143,4,hard,11,"[[0, 2, 0, 0], [0, 3, 0, 4], [0, 0, 0, 0], [0, 0, 4, 3]]","[[4, 2, 3, 1], [1, 3, 2, 4], [3, 4, 1, 2], [2, 1, 4, 3]]"
175,S4_medium_84551a95e22351eb,84551a95e22351eb,4231132434122143,4,medium,8,"[[0, 2, 0, 1], [0, 3, 0, 4], [3, 4, 0, 0], [0, 0, 4, 3]]","[[4, 2, 3, 1], [1, 3, 2, 4], [3, 4, 1, 2], [2, 1, 4, 3]]"
176,S4_easy_84551a95e22351eb,84551a95e22351eb,4231132434122143,4,easy,6,"[[4, 2, 3, 1], [0, 3, 0, 4], [3, 4, 0, 0], [0, 0, 4, 3]]","[[4, 2, 3, 1], [1, 3, 2, 4], [3, 4, 1, 2], [2, 1, 4, 3]]"
177,S4_hard_7dbc28a9f3fbb28e,7dbc28a9f3fbb28e,1324423124133142,4,hard,11,"[[0, 3, 0, 4], [0, 0, 0, 0], [2, 0, 1, 0], [0, 0, 4, 0]]","[[1, 3, 2, 4], [4, 2, 3, 1], [2, 4, 1, 3], [3, 1, 4, 2]]"
178,S4_medium_7dbc28a9f3fbb28e,7dbc28a9f3fbb28e,1324423124133142,4,medium,8,"[[0, 3, 2, 4], [0, 0, 3, 0], [2, 0, 1, 0], [0, 0, 4, 2]]","[[1, 3, 2, 4], [4, 2, 3, 1], [2, 4, 1, 3], [3, 1, 4, 2]]"
179,S4_easy_7dbc28a9f3fbb28e,7dbc28a9f3fbb28e,1324423124133142,4,easy,6,"[[0, 3, 2, 4], [0, 2, 3, 0], [2, 0, 1, 0], [0, 1, 4, 2]]","[[1, 3, 2, 4], [4, 2, 3, 1], [2, 4, 1, 3], [3, 1, 4, 2]]"
180,S4_hard_af89199fedeea6f8,af89199fedeea6f8,4312124334212134,4,hard,11,"[[0, 0, 0, 2], [0, 0, 4, 0], [3, 4, 0, 0], [2, 0, 0, 0]]","[[4, 3, 1, 2], [1, 2, 4, 3], [3, 4, 2, 1], [2, 1, 3, 4]]"
181,S4_medium_af89199fedeea6f8,af89199fedeea6f8,4312124334212134,4,medium,8,"[[4, 0, 0, 2], [1, 0, 4, 0], [3, 4, 0, 1], [2, 0, 0, 0]]","[[4, 3, 1, 2], [1, 2, 4, 3], [3, 4, 2, 1], [2, 1, 3, 4]]"
182,S4_easy_af89199fedeea6f8,af89199fedeea6f8,4312124334212134,4,easy,6,"[[4, 0, 1, 2], [1, 0, 4, 0], [3, 4, 2, 1], [2, 0, 0, 0]]","[[4, 3, 1, 2], [1, 2, 4, 3], [3, 4, 2, 1], [2, 1, 3, 4]]"
183,S4_hard_59863b8edc6d795b,59863b8edc6d795b,1423234141323214,4,hard,11,"[[1, 0, 0, 0], [0, 0, 4, 0], [0, 0, 0, 2], [3, 0, 0, 4]]","[[1, 4, 2, 3], [2, 3, 4, 1], [4, 1, 3, 2], [3, 2, 1, 4]]"
184,S4_medium_59863b8edc6d795b,59863b8edc6d795b,1423234141323214,4,medium,8,"[[1, 4, 0, 0], [0, 3, 4, 0], [0, 0, 0, 2], [3, 0, 1, 4]]","[[1, 4, 2, 3], [2, 3, 4, 1], [4, 1, 3, 2], [3, 2, 1, 4]]"
